date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:15:58	43805/43805	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jul%202022%2003:29:56%20GMT	https://weblearnbd.net/tphtml/bioxlab/bioxlab/blog-details.html	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/blog-details.html	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:15:58	29893/29893	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jul%202022%2003:29:56%20GMT	https://weblearnbd.net/tphtml/bioxlab/bioxlab/contact.html	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/contact.html	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:15:58	12529/12529	---M--	200	added ('OK')	image/png	etag:%2230f1-62e202b3-e90ec8d6580a7bf5;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/logo/logo.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/logo/logo.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:15:59	11364/11364	---M--	200	added ('OK')	image/png	etag:%222c64-62e202b3-9aca8f354ef2e418;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/logo/white-logo.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/logo/white-logo.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:15:59	22672/22672	---M--	200	added ('OK')	image/jpeg	etag:%225890-62e202b3-8748fee81f42d130;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-in-01.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-in-01.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:15:59	33265/33265	---M--	200	added ('OK')	image/jpeg	etag:%2281f1-62e202b3-830cafc38f19d0a3;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-in-02.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-in-02.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:00	45610/45610	---M--	200	added ('OK')	image/jpeg	etag:%22b22a-62e202b3-e838e0f5575f4109;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-in-03.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-in-03.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:00	129444/129444	---M--	200	added ('OK')	image/jpeg	etag:%221f9a4-62e202b3-4693d438bf02407c;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/banner/hero-bg-01.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/banner/hero-bg-01.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:01	21899/21899	---M--	200	added ('OK')	image/png	etag:%22558b-62e202b3-e05e1ae6ec416dd8;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/hero-shape-01.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/hero-shape-01.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:02	45781/45781	---M--	200	added ('OK')	image/jpeg	etag:%22b2d5-62e202b3-c2b944380e4c6061;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/about/about-bg-07.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/about/about-bg-07.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:02	37184/37184	---M--	200	added ('OK')	image/png	etag:%229140-62e202b3-6c1f4c7ad6c889d3;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/shape-bg-01.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/shape-bg-01.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:03	59290/59290	---M--	200	added ('OK')	image/jpeg	etag:%22e79a-62e202b3-19785446e4b044b9;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-01.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-01.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:04	49412/49412	---M--	200	added ('OK')	image/jpeg	etag:%22c104-62e202b3-f9956505d12874d8;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-02.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-02.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:04	45540/45540	---M--	200	added ('OK')	image/jpeg	etag:%22b1e4-62e202b3-601a6b9a36176641;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-03.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-03.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:05	31369/31369	---M--	200	added ('OK')	image/jpeg	etag:%227a89-62e202b3-765ea78c23b5bbab;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-04.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-04.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:06	53346/53346	---M--	200	added ('OK')	image/jpeg	etag:%22d062-62e202b3-a912d1e14cfb9cf2;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-05.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-05.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:06	53831/53831	---M--	200	added ('OK')	image/jpeg	etag:%22d247-62e202b3-e036b27dc354bf88;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-06.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/services/services-thumb-06.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:06	813/813	---M--	200	added ('OK')	image/png	etag:%2232d-62e202b3-ec05717ec5d1c13f;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/navtabs-01.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/navtabs-01.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:07	56122/56122	---M--	200	added ('OK')	image/jpeg	etag:%22db3a-62e202b4-b53e1157a4ebfb1e;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-03.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-03.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:08	49224/49224	---M--	200	added ('OK')	image/jpeg	etag:%22c048-62e202b4-304e9fe0a0b1f1c1;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-04.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-04.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:09	44252/44252	---M--	200	added ('OK')	image/jpeg	etag:%22acdc-62e202b3-acc2cb0c8c613985;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-01.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-01.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:09	23995/23995	---M--	200	added ('OK')	image/jpeg	etag:%225dbb-62e202b4-d9175955fd39083e;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-02.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/tab/tab-thumb-02.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:10	162286/162286	---M--	200	added ('OK')	image/jpeg	etag:%22279ee-62e202b3-daeee16cf6fc1693;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/banner/tp-video-bg-01.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/banner/tp-video-bg-01.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:11	5249/5249	---M--	200	added ('OK')	image/png	etag:%221481-62e202b3-2ae1953e6d781de9;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-04.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-04.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:11	4477/4477	---M--	200	added ('OK')	image/png	etag:%22117d-62e202b3-a95e4b5adb27007c;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-05.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-05.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:11	4860/4860	---M--	200	added ('OK')	image/png	etag:%2212fc-62e202b3-de5b9b7b63258d96;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-06.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-06.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:11	5527/5527	---M--	200	added ('OK')	image/png	etag:%221597-62e202b3-8ab5d77820eb028d;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-07.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/testi-ava-07.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:12	10632/10632	---M--	200	added ('OK')	image/png	etag:%222988-62e202b3-43adb8b7e9c88bce;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/shape-bg-09.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/shape/shape-bg-09.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:12	31605/31605	---M--	200	added ('OK')	image/jpeg	etag:%227b75-62e202b3-1eaa20332f0e234f;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-thumb-07.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-thumb-07.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:13	2501/2501	---M--	200	added ('OK')	image/png	etag:%229c5-62e202b3-3dddb4d0283c7928;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/blog-ava-01.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/blog-ava-01.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:13	23670/23670	---M--	200	added ('OK')	image/jpeg	etag:%225c76-62e202b3-9fa8dd6705449a34;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-thumb-08.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-thumb-08.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:14	2165/2165	---M--	200	added ('OK')	image/png	etag:%22875-62e202b3-71577648a4f8356b;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/blog-ava-02.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/blog-ava-02.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:14	36066/36066	---M--	200	added ('OK')	image/jpeg	etag:%228ce2-62e202b3-bcd1776c398111b2;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-thumb-09.jpg	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/blog/blog-thumb-09.jpg	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
02:16:15	1807/1807	---M--	200	added ('OK')	image/png	etag:%2270f-62e202b3-d78642f8f0b4499a;;;%22	https://weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/blog-ava-03.png	C:/Users/96279/Desktop/protone%202/weblearnbd.net/tphtml/bioxlab/bioxlab/assets/img/icon/blog-ava-03.png	(from https://weblearnbd.net/tphtml/bioxlab/bioxlab/index-3.html)
